dsgdb9nsd_000001	C
dsgdb9nsd_129810	NC1=C2ON=NC2=NN1
dsgdb9nsd_129811	NC1=C2ON=NC2=NO1
dsgdb9nsd_129817	NC1=CC(=N)ON=C1O
dsgdb9nsd_129827	NC1=CC(=O)C(N)=NO1
dsgdb9nsd_129828	NC1=CC(=O)C(O)=NN1
dsgdb9nsd_129829	NC1=CC(=O)C(O)=NO1
dsgdb9nsd_129831	NC1=CC(=O)NN=C1O
dsgdb9nsd_129832	NC1=CC(=O)ON=C1N
dsgdb9nsd_129833	NC1=CC(=O)ON=C1O
dsgdb9nsd_129837	NC1=CC(CC#N)=NO1
dsgdb9nsd_129845	NC1=CC(NC=O)=NO1
dsgdb9nsd_129846	NC1=CC(O)=NN1C=O
dsgdb9nsd_129848	NC1=CC(O)=NNC1=O
dsgdb9nsd_129849	NC1=CC(O)=NOC1=N
dsgdb9nsd_129850	NC1=CC(O)=NOC1=O
dsgdb9nsd_129852	NC1=CC(OC=N)=NO1
dsgdb9nsd_129853	NC1=CC(OC=O)=NN1
dsgdb9nsd_129854	NC1=CC(OC=O)=NO1
dsgdb9nsd_129856	NC1=CC2=C(N1)C=NO2
dsgdb9nsd_129857	NC1=CC2=C(N1)N=NN2
dsgdb9nsd_129858	NC1=CC2=C(N1)N=NO2
dsgdb9nsd_129859	NC1=CC2=C(N1)ON=C2
dsgdb9nsd_129862	NC1=CC2=C(NN=C2)O1
dsgdb9nsd_129863	NC1=CC2=C(NN=N2)N1
dsgdb9nsd_129864	NC1=CC2=C(O1)C=NN2
dsgdb9nsd_129865	NC1=CC2=C(O1)C=NO2
dsgdb9nsd_129866	NC1=CC2=C(O1)N=NO2
dsgdb9nsd_129867	NC1=CC2=C(ON=C2)O1
dsgdb9nsd_129875	NC1=CN(C=O)N=C1O
dsgdb9nsd_129879	NC1=CN(CC#N)N=N1
dsgdb9nsd_129886	NC1=CN2C=NN=C2N1
dsgdb9nsd_129887	NC1=CN2C=NN=C2O1
dsgdb9nsd_129888	NC1=CN2C=NNC2=N1
dsgdb9nsd_129889	NC1=CN2C=NOC2=N1
dsgdb9nsd_129890	NC1=CN2N=CN=C2N1
dsgdb9nsd_129891	NC1=CN2N=CN=C2O1
dsgdb9nsd_129892	NC1=CN2N=CNC2=N1
dsgdb9nsd_129893	NC1=CN2N=COC2=N1
dsgdb9nsd_129894	NC1=CN2N=NN=C2N1
dsgdb9nsd_129895	NC1=CN2N=NN=C2O1
dsgdb9nsd_129896	NC1=CN2N=NNC2=N1
dsgdb9nsd_129897	NC1=CN2N=NOC2=N1
dsgdb9nsd_129898	NC1=CN=C(C=O)N=N1
dsgdb9nsd_129900	NC1=CN=C(N=N1)C#C
dsgdb9nsd_129901	NC1=CN=C(N=N1)C#N
dsgdb9nsd_129902	NC1=CN=C2NC=NN12
dsgdb9nsd_129903	NC1=CN=C2NN=NN12
dsgdb9nsd_129904	NC1=CN=C2OC=NN12
dsgdb9nsd_129905	NC1=CN=C2ON=CN12
dsgdb9nsd_129906	NC1=CN=C2ON=NN12
dsgdb9nsd_129909	NC1=CN=NN1CC#N
dsgdb9nsd_129913	NC1=CNC2=C1C=NO2
dsgdb9nsd_129914	NC1=CNC2=C1N=NN2
dsgdb9nsd_129917	NC1=CNC2=C1ON=C2
dsgdb9nsd_129918	NC1=CNC2=C1ON=N2
dsgdb9nsd_129919	NC1=CNC2=NC=NN12
dsgdb9nsd_129920	NC1=CNC2=NN=CN12
dsgdb9nsd_129921	NC1=CNC2=NN=NN12
dsgdb9nsd_129925	NC1=CNN=C(O)C1=O
dsgdb9nsd_129937	NC1=CNN=C1OC=O
dsgdb9nsd_129938	NC1=COC2=C1C=NN2
dsgdb9nsd_129939	NC1=COC2=C1C=NO2
dsgdb9nsd_129941	NC1=COC2=C1NN=C2
dsgdb9nsd_129942	NC1=COC2=C1ON=C2
dsgdb9nsd_129943	NC1=COC2=C1ON=N2
dsgdb9nsd_129944	NC1=COC2=NC=NN12
dsgdb9nsd_129945	NC1=COC2=NN=CN12
dsgdb9nsd_129946	NC1=COC2=NN=NN12
dsgdb9nsd_129948	NC1=CON=C(N)C1=O
dsgdb9nsd_129949	NC1=CON=C(O)C1=O
dsgdb9nsd_129954	NC1=CON=C1CC#N
dsgdb9nsd_129959	NC1=CON=C1NC=O
dsgdb9nsd_129960	NC1=CON=C1OC=N
dsgdb9nsd_129961	NC1=CON=C1OC=O
dsgdb9nsd_129962	NC1=NC(=N)C(N)=NO1
dsgdb9nsd_129963	NC1=NC(=[NH2+])[N-]N=C1O
dsgdb9nsd_129970	NC1=NC(=NO1)C1CO1
dsgdb9nsd_129972	NC1=NC(=O)C(N)=NN1
dsgdb9nsd_129973	NC1=NC(=O)C(N)=NO1
dsgdb9nsd_129974	NC1=NC(=O)NN=C1O
dsgdb9nsd_129976	NC1=NC(CC#C)=NO1
dsgdb9nsd_129977	NC1=NC(CC#N)=NO1
dsgdb9nsd_129979	NC1=NC(CC=O)=NO1
dsgdb9nsd_129983	NC1=NC(NC=N)=NO1
dsgdb9nsd_129984	NC1=NC(NC=O)=NN1
dsgdb9nsd_129985	NC1=NC(NC=O)=NO1
dsgdb9nsd_129986	NC1=NC(O)=NN1C=O
dsgdb9nsd_129987	NC1=NC(O)=NNC1=O
dsgdb9nsd_129988	NC1=NC(O)=NOC1=N
dsgdb9nsd_129989	NC1=NC(O)=NOC1=O
dsgdb9nsd_129990	NC1=NC(OC=N)=NN1
dsgdb9nsd_129991	NC1=NC(OC=N)=NO1
dsgdb9nsd_129992	NC1=NC(OC=O)=NN1
dsgdb9nsd_129993	NC1=NC(OC=O)=NO1
dsgdb9nsd_129995	NC1=NC2=C(C1)C=NO2
dsgdb9nsd_129996	NC1=[NH+]C2=C(C1)N=N[N-]2
dsgdb9nsd_129998	NC1=NC2=C(C1)NN=N2
dsgdb9nsd_130000	NC1=NC2=C(N1)C=NO2
dsgdb9nsd_130001	NC1=NC2=C(N1)N=NN2
dsgdb9nsd_130002	NC1=NC2=C(N1)N=NO2
dsgdb9nsd_130003	NC1=NC2=C(NN=C2)N1
dsgdb9nsd_130004	NC1=NC2=C(NN=N2)N1
dsgdb9nsd_130005	NC1=NC2=C(O1)C=NN2
dsgdb9nsd_130006	NC1=NC2=C(O1)C=NO2
dsgdb9nsd_130008	NC1=NC2=C(ON=C2)O1
dsgdb9nsd_130010	NC1=NC2=CN=NN2C1
dsgdb9nsd_130011	NC1=NC2=CNN=C2N1
dsgdb9nsd_130012	NC1=NC2=CON=C2N1
dsgdb9nsd_130013	NC1=NC2=CON=C2O1
dsgdb9nsd_130014	NC1=NC2=NC=NN2C1
dsgdb9nsd_130015	NC1=NC2=NNC=C2N1
dsgdb9nsd_130016	NC1=NC2=NNN=C2C1
dsgdb9nsd_130017	NC1=NC2=NNN=C2N1
dsgdb9nsd_130018	NC1=NC2=NNN=C2O1
dsgdb9nsd_130019	NC1=NC2=NOC=C2N1
dsgdb9nsd_130020	NC1=NC2=NOC=C2O1
dsgdb9nsd_130021	NC1=NC2=NON=C2C1
dsgdb9nsd_130022	NC1=NC2=NON=C2N1
dsgdb9nsd_130023	NC1=NC2=NON=C2O1
dsgdb9nsd_130024	NC1=NC=C(C=O)N=N1
dsgdb9nsd_130026	NC1=NC=C(N=N1)C#C
dsgdb9nsd_130027	NC1=NC=C(N=N1)C#N
dsgdb9nsd_130030	NC1=NC=NN1CC#N
dsgdb9nsd_130034	NC1=NCC2=C1C=NO2
dsgdb9nsd_130035	NC1=NCC2=C1N=NN2
dsgdb9nsd_130037	NC1=NCC2=C1ON=C2
dsgdb9nsd_130040	NC1=NCC2=CON=C12
dsgdb9nsd_130041	NC1=NCC2=NC=NN12
dsgdb9nsd_130043	NC1=NCC2=NNN=C12
dsgdb9nsd_130044	NC1=NCC2=NOC=C12
dsgdb9nsd_130045	NC1=NCC2=NON=C12
dsgdb9nsd_130050	NC1=NN(C=O)C(=O)N1
dsgdb9nsd_130051	NC1=NN(C=O)C(=O)O1
dsgdb9nsd_130053	NC1=NN(C=O)C(N)=N1
dsgdb9nsd_130054	NC1=NN(C=O)C(O)=N1
dsgdb9nsd_130055	NC1=NN(C=O)N=C1N
dsgdb9nsd_130056	NC1=NN(C=O)N=C1O
dsgdb9nsd_130060	NC1=NN(CC#C)N=N1
dsgdb9nsd_130062	NC1=NN(CC#N)C=N1
dsgdb9nsd_130063	NC1=NN(CC#N)N=C1
dsgdb9nsd_130064	NC1=NN(CC#N)N=N1
dsgdb9nsd_130068	NC1=NN(CC=O)N=N1
dsgdb9nsd_130079	NC1=NN2C=CN=C2N1
dsgdb9nsd_130080	NC1=NN2C=CN=C2O1
dsgdb9nsd_130081	NC1=NN2C=CNC2=N1
dsgdb9nsd_130082	NC1=NN2C=COC2=N1
dsgdb9nsd_130083	NC1=NN2C=NN=C2N1
dsgdb9nsd_130084	NC1=NN2C=NN=C2O1
dsgdb9nsd_130085	NC1=NN2C=NNC2=N1
dsgdb9nsd_130086	NC1=NN2C=NOC2=N1
dsgdb9nsd_130098	NC1=NN2N=CN=C2N1
dsgdb9nsd_130099	NC1=NN2N=CN=C2O1
dsgdb9nsd_130100	NC1=NN2N=CNC2=N1
dsgdb9nsd_130101	NC1=NN2N=COC2=N1
dsgdb9nsd_130102	NC1=NN2N=NN=C2N1
dsgdb9nsd_130103	NC1=NN2N=NN=C2O1
dsgdb9nsd_130104	NC1=NN2N=NNC2=N1
dsgdb9nsd_130105	NC1=NN2N=NOC2=N1
dsgdb9nsd_130106	NC1=NN=C(N)N1C=O
dsgdb9nsd_130107	NC1=NN=C2NC=CN12
dsgdb9nsd_130108	NC1=NN=C2NC=NN12
dsgdb9nsd_130109	NC1=NN=C2NN=CN12
dsgdb9nsd_130110	NC1=NN=C2NN=NN12
dsgdb9nsd_130111	NC1=NN=C2OC=CN12
dsgdb9nsd_130112	NC1=NN=C2OC=NN12
dsgdb9nsd_130113	NC1=NN=C2ON=CN12
dsgdb9nsd_130114	NC1=NN=C2ON=NN12
dsgdb9nsd_130115	NC1=NN=CC(O)=C1O
dsgdb9nsd_130126	NC1=NNC(=N)NC1=O
dsgdb9nsd_130131	NC1=NNC(=O)C(=N)N1
dsgdb9nsd_130132	NC1=NNC(=O)C(=N)O1
dsgdb9nsd_130134	NC1=NNC(=O)C(N)=N1
dsgdb9nsd_130135	NC1=NNC(=O)C=C1O
dsgdb9nsd_130136	NC1=NNC(=O)N1C=O
dsgdb9nsd_130137	NC1=NNC(=O)N=C1N
dsgdb9nsd_130138	NC1=NNC(=O)N=C1O
dsgdb9nsd_130139	NC1=NNC(=O)NC1=N
dsgdb9nsd_130140	NC1=NNC(=O)NC1=O
dsgdb9nsd_130142	NC1=NNC(C#N)=C1N
dsgdb9nsd_130147	NC1=NNC(CC#N)=N1
dsgdb9nsd_130155	NC1=NNC(N)=C1C#N
dsgdb9nsd_130159	NC1=NNC(NC=O)=N1
dsgdb9nsd_130160	NC1=NNC(O)=C1C#C
dsgdb9nsd_130163	NC1=NNC(O)=CC1=O
dsgdb9nsd_130166	NC1=NNC(OC=N)=N1
dsgdb9nsd_130167	NC1=NNC(OC=O)=C1
dsgdb9nsd_130168	NC1=NNC(OC=O)=N1
dsgdb9nsd_130171	NC1=NNC2=C1C=CO2
dsgdb9nsd_130172	NC1=NNC2=C1C=NN2
dsgdb9nsd_130173	NC1=NNC2=C1C=NO2
dsgdb9nsd_130179	NC1=NNC2=C1N=CN2
dsgdb9nsd_130180	NC1=NNC2=C1N=CO2
dsgdb9nsd_130181	NC1=NNC2=C1N=NN2
dsgdb9nsd_130184	NC1=NNC2=C1NC=N2
dsgdb9nsd_130186	NC1=NNC2=C1NN=C2
dsgdb9nsd_130187	NC1=NNC2=C1OC=C2
dsgdb9nsd_130188	NC1=NNC2=C1OC=N2
dsgdb9nsd_130190	NC1=NNC2=C1OCO2
dsgdb9nsd_130191	NC1=NNC2=C1ON=C2
dsgdb9nsd_130192	NC1=NNC2=C1ON=N2
dsgdb9nsd_130193	NC1=NNC2=NC=CN12
dsgdb9nsd_130194	NC1=NNC2=NC=NN12
dsgdb9nsd_130195	NC1=NNC2=NN=CN12
dsgdb9nsd_130196	NC1=NNC2=NN=NN12
dsgdb9nsd_130198	NC1=NNC=C(O)C1=O
dsgdb9nsd_130210	NC1=NNC=C1OC=O
dsgdb9nsd_130212	NC1=NNN=C(N)C1=O
dsgdb9nsd_130217	NC1=NNN=C1CC#N
dsgdb9nsd_130222	NC1=NNN=C1NC=O
dsgdb9nsd_130223	NC1=NNN=C1OC=N
dsgdb9nsd_130224	NC1=NNN=C1OC=O
dsgdb9nsd_130229	NC1=NOC(=N)C(=N)N1
dsgdb9nsd_130230	NC1=NOC(=N)C(=N)O1
dsgdb9nsd_130231	NC1=NOC(=N)C(=O)N1
dsgdb9nsd_130232	NC1=NOC(=N)C(=O)O1
dsgdb9nsd_130234	NC1=NOC(=N)C(N)=N1
dsgdb9nsd_130235	NC1=NOC(=N)C(O)=C1
dsgdb9nsd_130236	NC1=NOC(=N)C(O)=N1
dsgdb9nsd_130237	NC1=NOC(=N)C=C1O
dsgdb9nsd_130239	NC1=NOC(=N)N=C1N
dsgdb9nsd_130240	NC1=NOC(=N)N=C1O
dsgdb9nsd_130241	NC1=NOC(=N)NC1=N
dsgdb9nsd_130242	NC1=NOC(=N)NC1=O
dsgdb9nsd_130243	NC1=NOC(=N)OC1=O
dsgdb9nsd_130246	NC1=NOC(=N1)C1CO1
dsgdb9nsd_130248	NC1=NOC(=O)C(=N)N1
dsgdb9nsd_130249	NC1=NOC(=O)C(=N)O1
dsgdb9nsd_130250	NC1=NOC(=O)C(=O)N1
dsgdb9nsd_130251	NC1=NOC(=O)C(=O)O1
dsgdb9nsd_130252	NC1=CC(N)=NOC1=O
dsgdb9nsd_130253	NC1=NOC(=O)C(N)=N1
dsgdb9nsd_130254	NC1=NOC(=O)C(O)=C1
dsgdb9nsd_130255	NC1=NOC(=O)C(O)=N1
dsgdb9nsd_130256	NC1=NOC(=O)N1C=O
dsgdb9nsd_130257	NC1=NOC(=O)N=C1N
dsgdb9nsd_130258	NC1=NOC(=O)N=C1O
dsgdb9nsd_130259	NC1=NOC(=O)NC1=N
dsgdb9nsd_130260	NC1=NOC(=O)OC1=N
dsgdb9nsd_130261	NC1=NOC(C#C)=C1N
dsgdb9nsd_130262	NC1=NOC(C#N)=C1N
dsgdb9nsd_130263	NC1=NOC(C=O)=C1N
dsgdb9nsd_130265	NC1=NOC(CC#C)=N1
dsgdb9nsd_130266	NC1=NOC(CC#N)=C1
dsgdb9nsd_130267	NC1=NOC(CC#N)=N1
dsgdb9nsd_130269	NC1=NOC(CC=O)=N1
dsgdb9nsd_130273	NC1=NOC(N)=C1C#C
dsgdb9nsd_130274	NC1=NOC(N)=C1C#N
dsgdb9nsd_130277	NC1=NOC(NC=N)=N1
dsgdb9nsd_130278	NC1=NOC(NC=O)=C1
dsgdb9nsd_130279	NC1=NOC(NC=O)=N1
dsgdb9nsd_130280	NC1=NOC(O)=NC1=N
dsgdb9nsd_130281	NC1=NOC(O)=NC1=O
dsgdb9nsd_130282	NC1=NOC(OC=N)=C1
dsgdb9nsd_130283	NC1=NOC(OC=N)=N1
dsgdb9nsd_130284	NC1=NOC(OC=O)=C1
dsgdb9nsd_130285	NC1=NOC(OC=O)=N1
dsgdb9nsd_130287	NC1=NOC2=C1C=CN2
dsgdb9nsd_130288	NC1=NOC2=C1C=CO2
dsgdb9nsd_130289	NC1=NOC2=C1C=NO2
dsgdb9nsd_130296	NC1=NOC2=C1N=CO2
dsgdb9nsd_130298	NC1=NOC2=C1NC=C2
dsgdb9nsd_130300	NC1=NOC2=C1OC=C2
dsgdb9nsd_130301	NC1=NOC2=C1OC=N2
dsgdb9nsd_130303	NC1=NOC2=C1OCO2
dsgdb9nsd_130304	NC1=NOC2=C1ON=C2
dsgdb9nsd_130305	NC1=NOC2=C1ON=N2
dsgdb9nsd_130306	NC1=NOC2=NC=CN12
dsgdb9nsd_130307	NC1=NOC2=NC=NN12
dsgdb9nsd_130308	NC1=NOC2=NN=CN12
dsgdb9nsd_130309	NC1=NOC2=NN=NN12
dsgdb9nsd_130314	NC1=NOC=C1CC#N
dsgdb9nsd_130319	NC1=NOC=C1NC=O
dsgdb9nsd_130320	NC1=NOC=C1OC=N
dsgdb9nsd_130321	NC1=NOC=C1OC=O
dsgdb9nsd_130322	NC1=NON=C(N)C1=N
dsgdb9nsd_130323	NC1=NON=C(N)C1=O
dsgdb9nsd_130326	NC1=NON=C1C1CO1
dsgdb9nsd_130327	NC1=NON=C1CC#C
dsgdb9nsd_130328	NC1=NON=C1CC#N
dsgdb9nsd_130329	NC1=NON=C1CC=O
dsgdb9nsd_130332	NC1=NON=C1NC=N
dsgdb9nsd_130333	NC1=NON=C1NC=O
dsgdb9nsd_130334	NC1=NON=C1OC=N
dsgdb9nsd_130335	NC1=NON=C1OC=O
dsgdb9nsd_130336	[NH3+][C-]1C=CC2=C1N=NO2
dsgdb9nsd_130339	[NH3+][C-]1C=CC2=NON=C12
dsgdb9nsd_130341	NC1CN2C1=NOC2=O
dsgdb9nsd_130348	NC1COC2=C1ON=N2
dsgdb9nsd_130351	NC1COC2=NON=C12
dsgdb9nsd_130353	NC=NC1=C(N)N=NO1
dsgdb9nsd_130356	NC=[NH+]C1=C(O)N=N[N-]1
dsgdb9nsd_130357	NC=[NH+]C1=C([O-])ON=C1
dsgdb9nsd_130358	NC=[NH+]C1=C([O-])ON=N1
dsgdb9nsd_130360	NC=NC1=CC(O)=NO1
dsgdb9nsd_130361	NC=NC1=CN=CN=N1
dsgdb9nsd_130362	NC=NC1=CN=NC=N1
dsgdb9nsd_130363	NC=NC1=CN=NN=N1
dsgdb9nsd_130365	NC=NC1=NC(N)=NO1
dsgdb9nsd_130366	NC=[NH+]C1=NC(O)=N[N-]1
dsgdb9nsd_130367	NC=NC1=NC(O)=NO1
dsgdb9nsd_130368	NC=NC1=NC=CN=N1
dsgdb9nsd_130369	NC=NC1=NC=NN=N1
dsgdb9nsd_130370	NC=[NH+]C1=N[N-]C(=N)O1
dsgdb9nsd_130371	NC=NC1=NNC(=O)N1
dsgdb9nsd_130376	NC=NC1=NNN=C1O
dsgdb9nsd_130377	NC=[NH+]C1=NOC(=N)[N-]1
dsgdb9nsd_130379	NC=NC1=NOC(=O)N1
dsgdb9nsd_130380	NC=NC1=NOC(=O)O1
dsgdb9nsd_130381	NC=NC1=NOC(N)=N1
dsgdb9nsd_130382	NC=[NH+]C1=NOC([O-])=C1
dsgdb9nsd_130383	NC=[NH+]C1=NOC=C1[O-]
dsgdb9nsd_130384	NC=NC1=NON=C1N
dsgdb9nsd_130391	NCC1=C(C=NO1)C#N
dsgdb9nsd_130399	NCC1=C(N=NO1)C#C
dsgdb9nsd_130400	NCC1=C(N=NO1)C#N
dsgdb9nsd_130409	NCC1=C(ON=N1)C#N
dsgdb9nsd_130419	NCC1=NC(=NO1)C#C
dsgdb9nsd_130420	NCC1=NC(=NO1)C#N
dsgdb9nsd_130422	NCC1=NC(=O)C=NO1
dsgdb9nsd_130429	NCC1=NN(C=O)N=N1
dsgdb9nsd_130437	NCC1=NNN=C1C#N
dsgdb9nsd_130444	NCC1=NOC=C1C#N
dsgdb9nsd_130445	NCC1=NON=C1C#N
dsgdb9nsd_130462	O1C=C2C=CC=C2C=N1
dsgdb9nsd_130464	O1C=C2C=CC=CC2=N1
dsgdb9nsd_130465	O1C=C2C=CC=NC2=N1
dsgdb9nsd_130466	O1C=C2C=CN=C2C=N1
dsgdb9nsd_130468	O1C=C2C=CN=CC2=N1
dsgdb9nsd_130469	O1C=C2C=NC=C2C=N1
dsgdb9nsd_130471	O1C=C2C=NC=CC2=N1
dsgdb9nsd_130472	O1C=C2C=NC=NC2=N1
dsgdb9nsd_130473	O1C=C2C=NN=CC2=C1
dsgdb9nsd_130474	O1C=C2C=NN=CC2=N1
dsgdb9nsd_130475	O1C=C2N=CC=C2C=N1
dsgdb9nsd_130477	O1C=C2N=CC=CC2=N1
dsgdb9nsd_130478	O1C=C2N=CC=NC2=N1
dsgdb9nsd_130479	O1C=C2N=CN=C2C=N1
dsgdb9nsd_130481	O1C=C2N=CN=CC2=N1
dsgdb9nsd_130482	O1C=CC2=CC=CC2=N1
dsgdb9nsd_130483	O1C=CC2=CC=NC2=N1
dsgdb9nsd_130484	O1C=CC2=CN=CC2=N1
dsgdb9nsd_130485	O1C=CC2=NC=CC2=N1
dsgdb9nsd_130486	O1C=CC2=NC=NC2=N1
dsgdb9nsd_130487	O1C=NC2=CC=CC2=N1
dsgdb9nsd_130488	O1C=NC2=CC=NC2=N1
dsgdb9nsd_130489	O1C=NC2=CN=CC2=N1
dsgdb9nsd_130490	O1C=NC2=NC=CC2=N1
dsgdb9nsd_130491	O1C=NC2=NC=NC2=N1
dsgdb9nsd_130492	O1N=C2C=CC=CC2=N1
dsgdb9nsd_130493	O1N=C2C=CC=NC2=N1
dsgdb9nsd_130494	O1N=C2C=CN=CC2=N1
dsgdb9nsd_130495	O1N=C2C=NC=NC2=N1
dsgdb9nsd_130496	O1N=C2C=NN=CC2=N1
dsgdb9nsd_130497	O1N=C2N=CC=NC2=N1
dsgdb9nsd_130498	O1N=CC2=C1C=CC=C2
dsgdb9nsd_130499	O1N=CC2=C1C=CC=N2
dsgdb9nsd_130500	O1N=CC2=C1C=CN=C2
dsgdb9nsd_130501	O1N=CC2=C1C=NC=C2
dsgdb9nsd_130502	O1N=CC2=C1C=NC=N2
dsgdb9nsd_130503	O1N=CC2=C1N=CC=C2
dsgdb9nsd_130504	O1N=CC2=C1N=CC=N2
dsgdb9nsd_130505	O1N=CC2=C1N=CN=C2
dsgdb9nsd_130506	O1N=CC2=CC=CC2=N1
dsgdb9nsd_130507	O1N=CC2=CC=NC2=N1
dsgdb9nsd_130508	O1N=CC2=CN=CC2=N1
dsgdb9nsd_130509	O1N=CC2=NC=CC2=N1
dsgdb9nsd_130510	O1N=CC2=NC=NC2=N1
dsgdb9nsd_130511	O1N=CC=C2C=CC=C12
dsgdb9nsd_130512	O1N=CC=C2C=CN=C12
dsgdb9nsd_130513	O1N=CC=C2C=NC=C12
dsgdb9nsd_130514	O1N=CC=C2N=CC=C12
dsgdb9nsd_130515	O1N=CC=C2N=CN=C12
dsgdb9nsd_130516	O1N=CN=C2C=CC=C12
dsgdb9nsd_130517	O1N=CN=C2C=CN=C12
dsgdb9nsd_130518	O1N=CN=C2C=NC=C12
dsgdb9nsd_130519	O1N=CN=C2N=CC=C12
dsgdb9nsd_130520	O1N=CN=C2N=CN=C12
dsgdb9nsd_130521	O1N=NC2=C1C=CC=C2
dsgdb9nsd_130522	O1N=NC2=C1C=CC=N2
dsgdb9nsd_130523	O1N=NC2=C1C=CN=C2
dsgdb9nsd_130524	O1N=NC2=C1C=NC=C2
dsgdb9nsd_130525	O1N=NC2=C1C=NC=N2
dsgdb9nsd_130526	O1N=NC2=C1N=CC=C2
dsgdb9nsd_130527	O1N=NC2=C1N=CC=N2
dsgdb9nsd_130528	O1N=NC2=C1N=CN=C2
dsgdb9nsd_130529	O1N=NC2=CC=CC2=N1
dsgdb9nsd_130530	O1N=NC2=CC=NC2=N1
dsgdb9nsd_130532	O1N=NC2=NC=CC2=N1
dsgdb9nsd_130533	O1N=NC2=NC=NC2=N1
dsgdb9nsd_130534	O1N=NC=C2C=CC=C12
dsgdb9nsd_130535	O1N=NC=C2C=CN=C12
dsgdb9nsd_130536	O1N=NC=C2C=NC=C12
dsgdb9nsd_130539	O=C(C#C)C1=CC=NN1
dsgdb9nsd_130540	O=C(C#C)C1=CC=NO1
dsgdb9nsd_130541	O=C(C#C)C1=CN=NO1
dsgdb9nsd_130542	O=C(C#C)C1=CNN=C1
dsgdb9nsd_130543	O=C(C#C)C1=CON=C1
dsgdb9nsd_130544	O=C(C#C)C1=CON=N1
dsgdb9nsd_130545	O=C(C#C)C1=NC=NO1
dsgdb9nsd_130546	O=C(C#C)C1=NNC=C1
dsgdb9nsd_130547	O=C(C#C)C1=NNC=N1
dsgdb9nsd_130548	O=C(C#C)C1=NNN=C1
dsgdb9nsd_130549	O=C(C#C)C1=NOC=C1
dsgdb9nsd_130550	O=C(C#C)C1=NOC=N1
dsgdb9nsd_130551	O=C(C#C)C1=NON=C1
dsgdb9nsd_130552	O=C(C#C)C1=NON=N1
dsgdb9nsd_130553	O=C(C#C)N1C=CC=N1
dsgdb9nsd_130554	O=C(C#C)N1C=CN=N1
dsgdb9nsd_130555	O=C(C#C)N1C=NC=N1
dsgdb9nsd_130556	O=C(C#C)N1C=NN=C1
dsgdb9nsd_130557	O=C(C#C)N1C=NN=N1
dsgdb9nsd_130558	O=C(C#C)N1N=CC=N1
dsgdb9nsd_130559	O=C(C#C)N1N=CN=N1
dsgdb9nsd_130560	O=C(C#C)N1N=NN=N1
dsgdb9nsd_130561	O=C(C#N)C1=CC=NN1
dsgdb9nsd_130562	O=C(C#N)C1=CC=NO1
dsgdb9nsd_130563	O=C(C#N)C1=CN=NO1
dsgdb9nsd_130564	O=C(C#N)C1=CNN=C1
dsgdb9nsd_130565	O=C(C#N)C1=CON=C1
dsgdb9nsd_130566	O=C(C#N)C1=CON=N1
dsgdb9nsd_130567	O=C(C#N)C1=NC=NO1
dsgdb9nsd_130568	O=C(C#N)C1=NNC=C1
dsgdb9nsd_130569	O=C(C#N)C1=NNC=N1
dsgdb9nsd_130570	O=C(C#N)C1=NNN=C1
dsgdb9nsd_130571	O=C(C#N)C1=NOC=C1
dsgdb9nsd_130572	O=C(C#N)C1=NOC=N1
dsgdb9nsd_130573	O=C(C#N)C1=NON=C1
dsgdb9nsd_130574	O=C(C#N)C1=NON=N1
dsgdb9nsd_130575	O=C(C#N)N1C=CC=N1
dsgdb9nsd_130576	O=C(C#N)N1C=CN=N1
dsgdb9nsd_130577	O=C(C#N)N1C=NC=N1
dsgdb9nsd_130578	O=C(C#N)N1C=NN=C1
dsgdb9nsd_130579	O=C(C#N)N1C=NN=N1
dsgdb9nsd_130580	O=C(C#N)N1N=CC=N1
dsgdb9nsd_130581	O=C(C#N)N1N=CN=N1
dsgdb9nsd_130582	O=C(C#N)N1N=NN=N1
dsgdb9nsd_130585	O=C1C=C2CCN2N=N1
dsgdb9nsd_130586	O=C1C=CC2=C1C=NN2
dsgdb9nsd_130587	O=C1C=CC2=C1C=NO2
dsgdb9nsd_130589	O=C1C=CC2=C1NN=C2
dsgdb9nsd_130590	O=C1C=CC2=C1NN=N2
dsgdb9nsd_130591	O=C1C=CC2=C1ON=C2
dsgdb9nsd_130593	O=C1C=CC2=CC=NN12
dsgdb9nsd_130594	O=C1C=CC2=CN=NN12
dsgdb9nsd_130595	O=C1C=CC2=NC=NN12
dsgdb9nsd_130596	O=C1C=CN2N=CC=C12
dsgdb9nsd_130597	O=C1C=CN2N=CN=C12
dsgdb9nsd_130598	O=C1C=CN2N=NC=C12
dsgdb9nsd_130599	O=C1C=CNN=C1C#C
dsgdb9nsd_130600	O=C1C=CON=C1C#C
dsgdb9nsd_130601	O=C1C=CON=C1C#N
dsgdb9nsd_130602	O=C1C=CON=CC1=O
dsgdb9nsd_130605	O=C1C=NN2CCC2=N1
dsgdb9nsd_130606	O=C1C=NNC(=C1)C#C
dsgdb9nsd_130607	O=C1C=NNC(=O)N=C1
dsgdb9nsd_130608	O=C1C=NNC=C1C#C
dsgdb9nsd_130609	O=C1C=NOC(=C1)C#C
dsgdb9nsd_130610	O=C1C=NOC(=C1)C#N
dsgdb9nsd_130611	O=C1C=NOC(=N1)C#C
dsgdb9nsd_130612	O=C1C=NOC(=N1)C#N
dsgdb9nsd_130613	O=C1C=NOC(=O)N=C1
